user,reaction_speed(in_ms),type_of_activation
User1,146,shock
User5,836,shock
User2,404,light
User1,117,shock
User1,536,sound
User1,231,light
User3,798,light
User3,433,light
User4,52,sound
User4,693,light
User5,401,sound
User5,706,light
User5,904,light
User2,979,shock
User2,881,shock
User1,997,shock
User5,678,shock
User1,103,shock
User2,386,sound
User5,149,shock
User5,906,shock
User2,702,light
User1,297,shock
User2,688,sound
User1,411,shock
User3,123,sound
User3,592,shock
User2,993,light
User5,390,light
User5,294,light
User1,325,light
User2,203,sound
User3,931,sound
User4,152,light
User1,590,light
User3,781,sound
User1,53,sound
User5,987,sound
User4,542,shock
User4,540,shock
User4,303,shock
User2,546,sound
User5,661,light
User4,958,shock
User4,359,shock
User1,999,sound
User1,222,shock
User2,228,sound
User2,217,shock
User5,125,sound
User5,199,shock
User1,416,light
User3,890,shock
User5,933,sound
User1,222,light
User4,496,light
User1,368,light
User3,466,shock
User5,678,shock
User5,116,light
User3,540,shock
User3,678,sound
User4,421,light
User2,99,sound
User1,336,shock
User4,743,shock
User1,700,sound
User3,840,shock
User5,891,sound
User1,658,shock
User4,131,light
User2,324,shock
User5,98,shock
User3,211,light
User1,298,shock
User5,913,shock
User2,649,shock
User2,841,light
User3,320,shock
User1,498,light
User5,161,light
User4,860,shock
User2,325,shock
User4,291,shock
User2,737,sound
User3,905,shock
User5,289,shock
User2,446,shock
User1,980,shock
User1,570,light
User3,136,sound
User4,408,shock
User1,477,shock
User2,562,sound
User5,632,sound
User2,181,sound
User1,815,light
User5,213,sound
User3,730,sound
User3,855,sound
User1,51,sound
User3,292,light
User4,433,light
User5,788,shock
User3,291,sound
User2,229,light
User4,773,shock
User4,122,shock
User2,816,light
User1,492,shock
User5,366,light
User5,816,sound
User5,518,light
User2,962,light
User3,587,shock
User5,279,sound
User3,869,light
User1,43,shock
User5,456,shock
User5,26,shock
User2,698,sound
User2,541,sound
User3,686,sound
User4,802,shock
User2,37,sound
User1,3,shock
User1,496,sound
User1,937,light
User1,553,sound
User2,760,shock
User2,382,shock
User1,475,light
User4,367,sound
User1,389,light
User4,322,sound
User2,774,sound
User1,379,sound
User4,862,sound
User1,956,shock
User2,96,light
User2,35,light
User5,380,shock
User1,181,light
User4,125,shock
User4,203,shock
User4,67,sound
User1,475,shock
User3,873,light
User1,902,sound
User4,771,light
User3,180,light
User4,183,shock
User2,351,light
User2,797,light
User2,342,shock
User2,563,shock
User3,287,light
User2,668,sound
User3,901,shock
User2,837,sound
User1,830,light
User4,502,light
User3,112,shock
User1,555,light
User1,272,shock
User3,169,sound
User5,493,light
User3,402,sound
User2,603,light
User3,384,light
User5,44,sound
User3,954,shock
User1,114,sound
User4,471,shock
User2,945,light
User2,374,light
User4,501,sound
User5,965,light
User3,631,sound
User3,752,shock
User2,235,light
User4,589,light
User3,980,shock
User2,618,shock
User2,54,sound
User5,320,shock
User3,720,light
User3,495,shock
User5,888,light
User3,817,light
User2,931,shock
User3,397,light
User2,481,shock
User2,322,shock
User5,83,shock
User5,769,sound
User4,359,shock
User5,466,light
User3,321,shock
User5,22,light
User3,496,sound
User5,958,shock
User3,552,shock
User4,654,shock
User3,482,sound
User1,998,light
User3,651,sound
User4,292,sound
User5,465,light
User1,908,sound
User5,173,sound
User2,754,light
User4,887,light
User1,275,sound
User4,190,light
User2,628,shock
User1,355,sound
User4,78,light
User5,66,shock
User1,521,sound
User1,86,light
User3,726,shock
User2,349,shock
User4,829,sound
User1,336,light
User5,153,sound
User5,428,light
User5,778,sound
User3,861,light
User5,497,shock
User1,708,light
User2,200,light
User1,103,sound
User5,309,light
User1,994,light
User4,840,light
User5,150,light
User5,147,light
User1,578,light
User1,395,sound
User4,831,shock
User5,536,sound
User2,19,light
User4,472,shock
User2,798,light
User2,716,sound
User4,961,shock
User3,952,light
User1,223,light
User4,951,light
User2,699,sound
User1,452,shock
User3,622,sound
User5,210,light
User2,480,shock
User3,544,sound
User3,463,sound
User1,837,sound
User4,923,light
User3,892,shock
User1,513,light
User3,714,shock
User3,883,light
User1,407,sound
User3,873,light
User2,899,sound
User5,429,shock
User3,138,shock
User3,411,light
User1,268,light
User1,562,sound
User5,193,shock
User2,692,shock
User2,427,sound
User3,520,light
User3,873,sound
User1,717,sound
User3,466,sound
User5,625,light
User4,948,sound
User5,402,shock
User2,367,light
User3,974,light
User5,194,shock
User4,406,light
User1,776,shock
User3,300,sound
User1,331,light
User2,1,shock
User4,827,sound
User2,185,sound
User5,461,shock
User5,294,light
User2,254,light
User2,345,light
User1,273,sound
User4,611,sound
User5,670,shock
User3,185,shock
User5,112,light
User5,503,shock
User1,815,shock
User3,397,shock
User2,649,light
User5,86,light
User1,418,shock
User3,423,shock
User5,415,sound
User5,147,shock
User3,233,shock
User3,455,shock
User5,820,light
User5,625,shock
User3,250,light
User5,145,light
User2,260,light
User2,36,shock
User3,193,shock
User1,296,shock
User5,64,shock
User3,223,light
User1,811,light
User5,816,light
User3,495,sound
User4,970,shock
User2,646,shock
User2,590,sound
User3,859,shock
User1,810,light
User4,157,sound
User2,502,light
User4,246,shock
User5,268,sound
User5,738,light
User2,751,sound
User1,806,sound
User3,185,shock
User1,157,sound
User4,708,light
User1,289,sound
User1,108,shock
User4,629,sound
User2,492,shock
User4,823,light
User3,106,light
User1,300,sound
User4,704,shock
User1,652,shock
User3,201,shock
User3,33,sound
User2,207,sound
User5,797,light
User3,757,shock
User2,424,sound
User5,60,shock
User3,147,sound
User4,478,shock
User1,552,light
User3,590,light
User4,987,light
User1,396,light
User5,834,sound
User1,672,light
User4,837,light
User4,79,shock
User3,372,shock
User5,555,sound
User5,697,shock
User5,369,shock
User3,486,light
User1,497,light
User4,72,sound
User5,554,sound
User1,7,sound
User1,985,sound
User3,35,shock
User4,448,shock
User2,602,sound
User1,892,shock
User3,301,sound
User2,969,sound
User2,853,shock
User5,792,shock
User1,405,sound
User3,981,light
User4,692,sound
User4,190,shock
User4,579,light
User2,29,sound
User3,298,light
User3,773,shock
User1,783,light
User3,168,sound
User5,742,sound
User4,239,sound
User5,142,light
User5,98,sound
User3,329,light
User4,648,light
User1,994,sound
User4,728,sound
User4,569,light
User2,767,shock
User2,986,shock
User5,266,sound
User4,162,light
User5,687,light
User3,316,sound
User4,486,sound
User4,534,sound
User2,670,sound
User3,801,sound
User5,650,sound
User1,58,shock
User4,466,light
User5,139,shock
User3,17,light
User5,616,light
User1,334,light
User1,207,sound
User5,236,shock
User1,30,light
User2,22,light
User4,727,shock
User5,263,sound
User1,694,light
User1,940,shock
User1,877,shock
User2,259,shock
User4,866,light
User5,571,shock
User3,722,sound
User2,953,light
User3,485,shock
User2,906,shock
User1,101,sound
User3,246,shock
User2,508,sound
User4,620,shock
User5,705,sound
User5,310,light
User4,461,light
User1,966,light
User3,605,sound
User4,56,light
User5,388,light
User5,546,sound
User5,833,shock
User5,564,shock
User4,368,light
User2,414,sound
User3,700,sound
User1,36,light
User2,664,light
User3,191,sound
User5,588,shock
User1,562,shock
User5,743,light
User2,663,light
User3,817,shock
User4,661,light
User4,97,sound
User3,887,light
User4,77,sound
User5,261,shock
User3,92,shock
User2,547,shock
User1,134,light
User3,281,sound
User3,440,light
User4,871,sound
User3,829,light
User4,557,shock
User4,102,shock
User5,196,shock
User5,386,sound
User1,827,sound
User3,188,sound
User5,392,sound
User1,185,light
User2,188,light
User4,290,sound
User1,741,shock
User3,671,shock
User2,147,light
User1,441,light
User4,546,sound
User4,839,sound
User2,568,sound
User1,828,light
User5,160,shock
User1,539,light
User5,123,sound
User2,390,shock
User2,525,light
User5,696,sound
User1,85,sound
User5,629,light
User1,319,light
User4,636,shock
User1,170,sound
User1,442,shock
User4,219,shock
User3,275,light
User4,617,shock
User5,82,light
User1,80,sound
User3,813,light
User4,895,light
User2,573,shock
User1,610,sound
User2,70,light
User2,523,shock
User4,617,shock
User2,249,light
User3,747,sound
User1,928,sound
User4,661,shock
User3,648,sound
User3,615,shock
User1,28,sound
User5,476,shock
User3,342,sound
User2,335,light
User5,65,sound
User1,712,shock
User4,969,shock
User1,521,light
User2,232,shock
User4,773,light
User2,311,shock
User5,6,light
User1,597,light
User5,697,shock
User4,9,shock
User4,791,shock
User4,296,sound
User2,364,sound
User2,416,sound
User3,197,sound
User3,645,sound
User2,812,light
User3,508,light
User1,150,shock
User3,154,sound
User1,972,sound
User1,80,sound
User4,539,shock
User3,156,light
User5,769,shock
User4,477,shock
User2,949,sound
User1,337,light
User5,433,shock
User3,652,shock
User1,405,sound
User4,207,light
User3,59,light
User5,877,light
User5,287,shock
User2,236,sound
User5,46,light
User3,230,light
User3,280,light
User1,396,sound
User1,574,sound
User1,317,light
User2,326,sound
User1,291,light
User5,652,light
User2,854,sound
User5,96,sound
User1,318,shock
User3,263,sound
User4,806,sound
User2,991,shock
User2,179,shock
User5,847,light
User2,430,light
User2,799,shock
User1,971,light
User1,31,shock
User3,472,light
User2,237,light
User4,878,sound
User1,988,shock
User1,685,shock
User1,964,sound
User1,10,sound
User3,958,shock
User3,294,sound
User2,779,shock
User3,778,shock
User3,49,sound
User3,289,shock
User5,195,shock
User1,43,light
User2,814,shock
User4,472,light
User1,242,light
User4,763,sound
User1,175,light
User1,65,light
User2,814,shock
User1,692,light
User3,21,light
User5,669,sound
User3,386,light
User1,173,sound
User1,685,light
User1,101,sound
User4,958,light
User5,641,light
User4,673,sound
User5,464,shock
User3,280,shock
User1,955,light
User3,398,light
User1,157,shock
User1,8,light
User1,958,sound
User3,857,shock
User3,669,shock
User3,472,light
User3,514,shock
User1,912,light
User4,832,sound
User2,959,shock
User1,76,shock
User4,50,shock
User2,872,light
User3,273,light
User4,359,sound
User1,160,light
User2,195,sound
User1,505,sound
User1,147,shock
User4,422,shock
User2,848,shock
User4,639,sound
User5,632,sound
User1,31,shock
User1,301,sound
User4,322,light
User4,267,sound
User2,336,light
User5,103,sound
User4,160,light
User5,31,sound
User3,428,light
User1,921,sound
User5,653,sound
User4,44,sound
User1,2,sound
User5,458,light
User2,853,light
User1,373,shock
User5,791,sound
User2,799,sound
User2,438,sound
User5,357,sound
User2,702,shock
User1,340,shock
User4,785,light
User2,261,light
User3,455,shock
User1,444,light
User5,116,sound
User1,148,light
User3,961,sound
User1,570,light
User4,43,shock
User4,988,light
User4,506,light
User1,464,light
User2,270,light
User4,59,shock
User4,153,sound
User2,408,light
User4,208,shock
User4,936,shock
User1,794,light
User4,638,shock
User2,154,shock
User5,987,sound
User5,981,shock
User3,485,light
User5,962,light
User4,496,sound
User3,818,light
User4,868,sound
User1,697,shock
User5,646,sound
User1,510,sound
User1,313,light
User3,643,light
User3,519,shock
User4,470,sound
User1,613,light
User3,246,light
User1,319,sound
User4,707,shock
User3,69,shock
User1,732,sound
User3,1,light
User2,547,sound
User5,211,sound
User2,841,light
User3,131,sound
User3,322,shock
User5,577,sound
User1,932,light
User4,388,sound
User2,394,light
User2,784,shock
User5,56,shock
User3,897,light
User1,301,shock
User3,62,sound
User3,54,shock
User4,837,sound
User3,571,sound
User3,676,shock
User5,307,shock
User1,212,shock
User5,551,sound
User4,29,sound
User5,762,sound
User1,671,shock
User1,368,shock
User5,303,sound
User4,960,light
User4,569,shock
User3,18,light
User2,912,light
User1,310,sound
User5,662,sound
User1,645,shock
User2,90,light
User1,503,light
User2,302,shock
User1,406,shock
User2,424,light
User5,717,light
User4,664,sound
User1,940,light
User1,671,sound
User2,568,sound
User5,422,sound
User3,406,sound
User5,982,shock
User4,289,light
User2,939,light
User3,514,light
User3,241,shock
User4,12,sound
User1,142,shock
User2,565,sound
User5,32,light
User3,447,light
User2,838,light
User2,486,light
User1,35,light
User3,215,sound
User4,983,light
User3,70,shock
User1,252,shock
User5,319,shock
User5,897,light
User3,767,sound
User3,141,light
User3,706,sound
User3,734,sound
User1,421,sound
User2,301,light
User1,452,sound
User3,816,shock
User2,19,light
User3,704,sound
User4,158,shock
User1,209,sound
User2,61,sound
User5,583,sound
User2,595,sound
User2,651,sound
User4,983,sound
User5,68,light
User3,429,shock
User4,659,light
User3,417,shock
User4,43,shock
User2,700,light
User5,220,light
User1,341,light
User4,539,shock
User2,800,sound
User3,530,light
User5,338,sound
User1,33,sound
User5,557,shock
User2,50,shock
User5,708,shock
User4,429,sound
User2,756,sound
User5,935,light
User1,344,sound
User3,351,sound
User4,419,light
User5,851,shock
User1,524,light
User1,843,sound
User1,103,light
User2,357,shock
User5,231,light
User3,779,shock
User4,586,shock
User3,627,sound
User2,915,shock
User4,720,sound
User1,981,light
User2,231,sound
User1,804,light
User5,766,light
User2,735,shock
User2,631,shock
User4,606,sound
User4,473,shock
User5,841,sound
User3,1000,shock
User4,115,shock
User5,867,sound
User4,966,shock
User5,983,sound
User2,265,sound
User5,797,shock
User1,625,shock
User4,469,sound
User5,809,shock
User3,233,sound
User4,787,light
User4,821,shock
User4,360,light
User5,379,light
User4,452,sound
User5,833,sound
User3,907,light
User3,787,shock
User1,21,shock
User4,920,shock
User2,45,shock
User5,111,light
User2,157,sound
User3,0,light
User4,262,shock
User4,603,sound
User3,539,shock
User5,763,light
User5,55,light
User3,558,shock
User5,933,light
User3,490,shock
User2,385,shock
User4,98,sound
User3,349,light
User5,462,shock
User4,148,sound
User3,394,sound
User4,598,sound
User4,7,shock
User1,672,light
User1,381,light
User4,866,light
User5,304,shock
User1,26,light
User3,997,sound
User5,792,light
User3,98,shock
User4,178,light
User3,42,light
User4,739,light
User3,485,sound
User4,429,shock
User3,829,sound
User4,106,shock
User3,372,light
User5,28,sound
User3,560,sound
User3,353,sound
User4,450,shock
User4,856,shock
User3,553,light
User2,71,sound
User4,102,light
User3,641,sound
User2,171,sound
User1,623,light
User5,961,sound
User3,86,sound
User1,46,shock
User5,141,light
User4,29,light
User2,335,sound
User5,106,sound
User5,667,light
User5,16,light
User5,273,sound
User1,539,shock
User3,105,light
User3,448,sound
User5,617,shock
User2,313,light
User4,897,sound
User5,904,shock
User4,530,shock
User1,356,light
User5,832,light
User2,613,sound
User2,9,light
User3,948,sound
User3,27,sound
User4,34,sound
User5,779,shock
User5,210,shock
User5,170,sound
User3,385,sound
User5,344,shock
User5,381,light
User4,612,sound
User1,85,shock
User5,925,light
User2,295,shock
User3,577,sound
User3,687,shock
User4,606,light
User1,360,shock
User5,118,shock
User2,973,light
User5,865,sound
User3,602,sound
User5,519,sound
User3,114,shock
User2,654,shock
User3,408,light
User5,580,light
User5,434,shock
User3,881,shock
User1,44,shock
User2,438,sound
User2,589,shock
User4,384,sound
User5,333,shock
User1,797,light
User1,516,light
User4,299,sound
User3,8,shock
User1,518,shock
User2,809,sound
User4,823,light
User2,637,shock
User2,575,sound
User3,780,sound
User4,938,sound
User4,475,sound
User5,540,sound
User3,454,shock
User4,627,shock
User4,116,light
User5,78,light
User5,140,sound
User2,549,shock
User3,660,sound
User1,513,light
User3,360,sound
User5,504,light
User2,479,shock
User4,192,sound
User1,469,shock
User3,8,light
User4,104,light
User5,30,light
User2,505,sound
User5,25,sound
User1,318,shock
User5,597,shock
User4,425,light
User2,602,sound
User5,1,shock
User1,194,sound
User5,629,shock
User5,257,light
User4,528,light
User2,310,shock
User1,460,shock
User2,885,light
User5,995,shock
User4,698,sound
User2,621,sound
User2,870,shock
User2,345,shock
User4,68,light
User5,256,shock
User4,813,shock
User3,752,sound
User4,701,sound
User2,828,sound
User1,983,sound
User5,117,sound
User3,865,light
User2,360,light
User3,374,shock
User4,891,light
User3,60,light
User5,272,shock
User3,189,shock
